Transaction Amount ($) ,Fraud Detected ,Fraud Type       ,Device Risk Score ,Login Frequency (Per Day) ,Multiple Login Attempts ,Unusual IP Address ,Previous Fraud History ,Compromised Credentials Used ,Malicious Link Clicked ,Blacklisted Entity Involved ,Transaction Location Risk ,Dark Web Involvement ,Transaction Time ,Unusual Location Detected ,Account Age (Days) ,Account Type ,Social Engineering Involvement ,Previous Suspicious Activity ,Data Breach Exposure
                  4622 ,Yes            ,E-commerce Fraud ,               78 ,                       35 ,No                      ,Yes                ,No                     ,Yes                          ,No                     ,No                          ,                     0.73 ,No                   ,Day              ,No                        ,               533 ,Premium      ,No                             ,No                           ,No
                  9720 ,No             ,E-commerce Fraud ,               55 ,                       10 ,No                      ,No                 ,No                     ,No                           ,Yes                    ,No                          ,                     0.22 ,No                   ,Night            ,Yes                       ,              1740 ,Regular      ,No                             ,No                           ,No
                  1208 ,No             ,E-commerce Fraud ,               38 ,                       12 ,No                      ,Yes                ,No                     ,No                           ,No                     ,No                          ,                     0.11 ,No                   ,Day              ,No                        ,               471 ,Business     ,No                             ,No                           ,No
                  5248 ,No             ,Phishing         ,               33 ,                       18 ,No                      ,No                 ,No                     ,No                           ,No                     ,No                          ,                     0.31 ,No                   ,Night            ,No                        ,              2735 ,Premium      ,Yes                            ,No                           ,Yes
                  6099 ,No             ,E-commerce Fraud ,                8 ,                       14 ,No                      ,Yes                ,No                     ,No                           ,No                     ,No                          ,                     0.58 ,No                   ,Day              ,No                        ,              1692 ,Premium      ,No                             ,No                           ,No
                  6267 ,No             ,Phishing         ,               90 ,                       10 ,No                      ,No                 ,Yes                    ,No                           ,No                     ,No                          ,                     0.4  ,No                   ,Day              ,No                        ,              2751 ,Business     ,No                             ,Yes                          ,No
                  7715 ,No             ,Identity Theft   ,               79 ,                       10 ,No                      ,Yes                ,No                     ,Yes                          ,No                     ,No                          ,                     0.25 ,No                   ,Day              ,No                        ,              3008 ,Premium      ,Yes                            ,No                           ,No
                  3729 ,No             ,Phishing         ,               78 ,                       18 ,No                      ,No                 ,No                     ,No                           ,No                     ,Yes                         ,                     0.02 ,No                   ,Day              ,Yes                       ,              2871 ,Premium      ,No                             ,No                           ,No
                   312 ,No             ,E-commerce Fraud ,               20 ,                       24 ,Yes                     ,No                 ,No                     ,Yes                          ,No                     ,No                          ,                     0.12 ,No                   ,Day              ,Yes                       ,              3596 ,Regular      ,Yes                            ,No                           ,No
                   996 ,Yes            ,Honeypot Attack  ,               55 ,                        1 ,No                      ,No                 ,No                     ,No                           ,No                     ,No                          ,                     0.11 ,Yes                  ,Day              ,Yes                       ,              3003 ,Regular      ,No                             ,No                           ,No
                  4450 ,No             ,Honeypot Attack  ,               48 ,                       30 ,No                      ,No                 ,Yes                    ,No                           ,No                     ,Yes                         ,                     0.96 ,No                   ,Day              ,No                        ,              2846 ,Premium      ,No                             ,No                           ,No
                  4919 ,No             ,Identity Theft   ,               83 ,                       15 ,No                      ,No                 ,No                     ,Yes                          ,No                     ,No                          ,                     0.78 ,No                   ,Day              ,Yes                       ,              1292 ,Premium      ,No                             ,Yes                          ,No
                  3082 ,Yes            ,E-commerce Fraud ,               56 ,                        8 ,No                      ,Yes                ,No                     ,No                           ,No                     ,No                          ,                     0.12 ,No                   ,Night            ,No                        ,              1767 ,Business     ,No                             ,No                           ,No
                  3134 ,No             ,Phishing         ,               97 ,                       35 ,Yes                     ,No                 ,No                     ,Yes                          ,Yes                    ,No                          ,                     0.47 ,No                   ,Day              ,No                        ,              2215 ,Regular      ,No                             ,No                           ,No
                  9529 ,Yes            ,Honeypot Attack  ,               88 ,                       18 ,Yes                     ,Yes                ,No                     ,No                           ,Yes                    ,No                          ,                     0.65 ,Yes                  ,Night            ,Yes                       ,              2322 ,Business     ,Yes                            ,Yes                          ,Yes
                  8135 ,No             ,Ransomware       ,               10 ,                       41 ,No                      ,No                 ,Yes                    ,No                           ,No                     ,No                          ,                     0.96 ,No                   ,Day              ,No                        ,              2297 ,Business     ,Yes                            ,No                           ,No
                  3301 ,Yes            ,E-commerce Fraud ,               52 ,                       16 ,Yes                     ,Yes                ,No                     ,No                           ,No                     ,No                          ,                     0.27 ,No                   ,Day              ,No                        ,              2430 ,Regular      ,No                             ,No                           ,No
                  4043 ,No             ,E-commerce Fraud ,               50 ,                       21 ,Yes                     ,No                 ,No                     ,No                           ,Yes                    ,No                          ,                     0.26 ,No                   ,Night            ,Yes                       ,               792 ,Premium      ,No                             ,No                           ,No
                  5115 ,Yes            ,Ransomware       ,               34 ,                       15 ,No                      ,No                 ,No                     ,No                           ,No                     ,No                          ,                     0.57 ,No                   ,Night            ,Yes                       ,               652 ,Premium      ,Yes                            ,Yes                          ,No
                   713 ,No             ,Honeypot Attack  ,               36 ,                        5 ,Yes                     ,No                 ,No                     ,No                           ,No                     ,No                          ,                     0.86 ,No                   ,Day              ,No                        ,              1362 ,Business     ,No                             ,No                           ,No
                  8143 ,No             ,Ransomware       ,               61 ,                       45 ,Yes                     ,No                 ,No                     ,No                           ,No                     ,No                          ,                     0.28 ,No                   ,Night            ,No                        ,              2694 ,Business     ,No                             ,No                           ,Yes
                   584 ,No             ,Identity Theft   ,               16 ,                        7 ,Yes                     ,Yes                ,Yes                    ,No                           ,No                     ,No                          ,                     0.13 ,No                   ,Night            ,No                        ,              1800 ,Premium      ,No                             ,No                           ,No
                  5714 ,No             ,Phishing         ,               79 ,                       48 ,No                      ,Yes                ,No                     ,No                           ,No                     ,No                          ,                     0.27 ,No                   ,Day              ,No                        ,                57 ,Business     ,No                             ,Yes                          ,No
                  7858 ,No             ,Phishing         ,               18 ,                        7 ,Yes                     ,No                 ,No                     ,No                           ,Yes                    ,No                          ,                     0.45 ,Yes                  ,Day              ,No                        ,              3377 ,Premium      ,Yes                            ,No                           ,No
                  5218 ,Yes            ,Honeypot Attack  ,               71 ,                       27 ,Yes                     ,No                 ,Yes                    ,No                           ,No                     ,No                          ,                     0.36 ,No                   ,Day              ,No                        ,              3215 ,Regular      ,Yes                            ,Yes                          ,No
                  6934 ,Yes            ,Ransomware       ,               47 ,                       25 ,No                      ,No                 ,No                     ,No                           ,No                     ,No                          ,                     0.86 ,No                   ,Day              ,No                        ,              2567 ,Regular      ,No                             ,Yes                          ,Yes
                  3838 ,No             ,E-commerce Fraud ,               86 ,                       22 ,Yes                     ,No                 ,No                     ,Yes                          ,No                     ,No                          ,                     0.94 ,Yes                  ,Day              ,No                        ,              1245 ,Premium      ,Yes                            ,No                           ,No
                  3240 ,No             ,E-commerce Fraud ,               32 ,                       48 ,No                      ,No                 ,No                     ,No                           ,No                     ,No                          ,                     0.38 ,No                   ,Day              ,No                        ,              2106 ,Business     ,No                             ,Yes                          ,Yes
                   498 ,Yes            ,E-commerce Fraud ,               43 ,                       13 ,Yes                     ,Yes                ,No                     ,No                           ,Yes                    ,No                          ,                     0.82 ,No                   ,Night            ,No                        ,               309 ,Regular      ,Yes                            ,No                           ,No
                  7124 ,No             ,Identity Theft   ,               83 ,                       17 ,No                      ,No                 ,No                     ,No                           ,No                     ,No                          ,                     0.07 ,No                   ,Day              ,No                        ,               921 ,Premium      ,No                             ,No                           ,No
                  9549 ,Yes            ,Identity Theft   ,               40 ,                       41 ,No                      ,No                 ,No                     ,No                           ,Yes                    ,No                          ,                     0.55 ,No                   ,Night            ,No                        ,              3277 ,Premium      ,Yes                            ,Yes                          ,No
                  3183 ,Yes            ,E-commerce Fraud ,               65 ,                       44 ,No                      ,No                 ,No                     ,No                           ,No                     ,Yes                         ,                     0.83 ,No                   ,Day              ,No                        ,              3517 ,Business     ,Yes                            ,No                           ,No
                  1677 ,No             ,Honeypot Attack  ,               35 ,                       13 ,Yes                     ,No                 ,No                     ,Yes                          ,Yes                    ,No                          ,                     0.42 ,No                   ,Day              ,Yes                       ,               224 ,Business     ,No                             ,No                           ,Yes
                  9839 ,No             ,Identity Theft   ,               69 ,                       26 ,Yes                     ,Yes                ,Yes                    ,Yes                          ,Yes                    ,No                          ,                     0.14 ,No                   ,Day              ,Yes                       ,              2700 ,Business     ,No                             ,No                           ,No
                  4124 ,No             ,Identity Theft   ,               50 ,                        9 ,No                      ,No                 ,No                     ,No                           ,No                     ,No                          ,                     0.28 ,No                   ,Night            ,No                        ,              1136 ,Regular      ,No                             ,No                           ,No
                  3563 ,No             ,Phishing         ,               12 ,                        5 ,Yes                     ,No                 ,Yes                    ,No                           ,No                     ,No                          ,                     0.49 ,No                   ,Day              ,No                        ,              3609 ,Regular      ,No                             ,No                           ,No
                  7771 ,No             ,Phishing         ,               76 ,                       39 ,No                      ,Yes                ,No                     ,Yes                          ,No                     ,No                          ,                     0.84 ,No                   ,Day              ,No                        ,              1683 ,Regular      ,Yes                            ,No                           ,No
                  1010 ,No             ,Honeypot Attack  ,               85 ,                       33 ,Yes                     ,Yes                ,No                     ,Yes                          ,No                     ,No                          ,                     0.75 ,No                   ,Day              ,Yes                       ,               810 ,Premium      ,Yes                            ,No                           ,Yes
                  9052 ,Yes            ,Identity Theft   ,               58 ,                        4 ,No                      ,No                 ,No                     ,No                           ,No                     ,Yes                         ,                     0.08 ,No                   ,Night            ,No                        ,              2295 ,Premium      ,No                             ,No                           ,Yes
                  1398 ,Yes            ,Identity Theft   ,               83 ,                       28 ,No                      ,No                 ,No                     ,No                           ,No                     ,No                          ,                     0.55 ,No                   ,Day              ,No                        ,              1104 ,Premium      ,No                             ,No                           ,No
                  5460 ,No             ,Ransomware       ,               63 ,                       26 ,No                      ,Yes                ,No                     ,No                           ,No                     ,No                          ,                     0.87 ,No                   ,Day              ,No                        ,               524 ,Regular      ,Yes                            ,No                           ,No
                  3722 ,No             ,Honeypot Attack  ,               73 ,                        4 ,Yes                     ,No                 ,No                     ,No                           ,No                     ,Yes                         ,                     0.58 ,No                   ,Day              ,No                        ,              1724 ,Premium      ,Yes                            ,No                           ,No
                  1377 ,No             ,Honeypot Attack  ,               49 ,                       16 ,Yes                     ,Yes                ,No                     ,No                           ,No                     ,No                          ,                     0.06 ,Yes                  ,Day              ,No                        ,              3043 ,Premium      ,No                             ,Yes                          ,No
                  8199 ,Yes            ,Ransomware       ,               36 ,                       37 ,No                      ,No                 ,Yes                    ,No                           ,Yes                    ,No                          ,                     0.82 ,No                   ,Night            ,No                        ,              3620 ,Regular      ,No                             ,No                           ,Yes
                  9023 ,Yes            ,Ransomware       ,               54 ,                       22 ,No                      ,Yes                ,No                     ,Yes                          ,No                     ,No                          ,                     0.91 ,No                   ,Day              ,No                        ,              2200 ,Premium      ,No                             ,No                           ,No
                   464 ,No             ,Phishing         ,               47 ,                       36 ,Yes                     ,No                 ,No                     ,No                           ,No                     ,Yes                         ,                     0.39 ,No                   ,Night            ,No                        ,              2849 ,Regular      ,No                             ,No                           ,No
                  9826 ,Yes            ,Honeypot Attack  ,               32 ,                       38 ,No                      ,Yes                ,No                     ,Yes                          ,Yes                    ,No                          ,                     0.31 ,No                   ,Night            ,No                        ,               420 ,Premium      ,No                             ,No                           ,No
                  2782 ,No             ,Honeypot Attack  ,               99 ,                       35 ,Yes                     ,No                 ,Yes                    ,No                           ,No                     ,No                          ,                     0.54 ,No                   ,Day              ,No                        ,               132 ,Business     ,Yes                            ,No                           ,No
                  3736 ,Yes            ,Ransomware       ,               95 ,                       25 ,No                      ,Yes                ,Yes                    ,No                           ,No                     ,No                          ,                     0.98 ,No                   ,Day              ,No                        ,               483 ,Regular      ,No                             ,Yes                          ,No
                  7242 ,Yes            ,E-commerce Fraud ,               53 ,                        8 ,Yes                     ,No                 ,No                     ,No                           ,No                     ,No                          ,                     0.84 ,No                   ,Day              ,Yes                       ,              3506 ,Premium      ,No                             ,No                           ,No
                  4816 ,No             ,E-commerce Fraud ,               32 ,                       17 ,No                      ,Yes                ,No                     ,No                           ,Yes                    ,No                          ,                     0.81 ,No                   ,Day              ,No                        ,                56 ,Premium      ,No                             ,No                           ,No
                  2200 ,No             ,Phishing         ,               62 ,                       18 ,No                      ,Yes                ,No                     ,Yes                          ,No                     ,No                          ,                     0.19 ,No                   ,Night            ,No                        ,              2166 ,Business     ,No                             ,Yes                          ,No
                  9118 ,No             ,E-commerce Fraud ,               37 ,                       12 ,No                      ,No                 ,Yes                    ,Yes                          ,No                     ,No                          ,                     0.9  ,No                   ,Day              ,Yes                       ,               370 ,Business     ,No                             ,No                           ,No
                  2885 ,Yes            ,E-commerce Fraud ,               96 ,                       33 ,No                      ,No                 ,No                     ,No                           ,Yes                    ,No                          ,                     0.56 ,No                   ,Day              ,No                        ,              3336 ,Premium      ,No                             ,No                           ,No
                  5602 ,No             ,E-commerce Fraud ,               38 ,                       23 ,Yes                     ,Yes                ,No                     ,No                           ,No                     ,Yes                         ,                     0.92 ,No                   ,Day              ,No                        ,               701 ,Business     ,No                             ,Yes                          ,No
                  1450 ,Yes            ,Identity Theft   ,               30 ,                       12 ,No                      ,Yes                ,No                     ,Yes                          ,Yes                    ,No                          ,                     0.65 ,No                   ,Day              ,Yes                       ,               520 ,Business     ,No                             ,Yes                          ,No
                  8937 ,No             ,Phishing         ,               58 ,                       11 ,No                      ,Yes                ,No                     ,Yes                          ,No                     ,No                          ,                     0.83 ,Yes                  ,Day              ,No                        ,               647 ,Business     ,No                             ,No                           ,Yes
                  6069 ,No             ,Ransomware       ,               32 ,                       13 ,No                      ,No                 ,Yes                    ,No                           ,No                     ,No                          ,                     0.17 ,Yes                  ,Day              ,No                        ,              1433 ,Business     ,No                             ,Yes                          ,No
                  7020 ,Yes            ,E-commerce Fraud ,               66 ,                       35 ,No                      ,No                 ,No                     ,No                           ,No                     ,No                          ,                     0.71 ,No                   ,Night            ,No                        ,               944 ,Premium      ,No                             ,No                           ,No
                  7127 ,No             ,Identity Theft   ,               51 ,                       27 ,No                      ,No                 ,No                     ,No                           ,Yes                    ,No                          ,                     0.26 ,No                   ,Day              ,No                        ,                35 ,Business     ,No                             ,No                           ,No
                  9163 ,Yes            ,E-commerce Fraud ,               11 ,                       25 ,Yes                     ,No                 ,No                     ,No                           ,No                     ,No                          ,                     0.17 ,No                   ,Day              ,No                        ,              2639 ,Business     ,No                             ,Yes                          ,No
                  2999 ,No             ,Identity Theft   ,               59 ,                       40 ,No                      ,No                 ,No                     ,No                           ,No                     ,No                          ,                     0.57 ,No                   ,Day              ,No                        ,              1682 ,Regular      ,No                             ,No                           ,No
                  9228 ,No             ,Phishing         ,               20 ,                        3 ,Yes                     ,No                 ,No                     ,Yes                          ,No                     ,No                          ,                     0.6  ,No                   ,Day              ,Yes                       ,               267 ,Business     ,No                             ,No                           ,No
                  6238 ,No             ,E-commerce Fraud ,               37 ,                       49 ,No                      ,No                 ,No                     ,No                           ,Yes                    ,No                          ,                     0.49 ,Yes                  ,Night            ,No                        ,              1246 ,Premium      ,No                             ,No                           ,No
                  6481 ,Yes            ,Identity Theft   ,               73 ,                       25 ,No                      ,No                 ,No                     ,No                           ,No                     ,No                          ,                     0.09 ,No                   ,Day              ,No                        ,              1437 ,Regular      ,No                             ,No                           ,No
                  2873 ,No             ,Honeypot Attack  ,               49 ,                       45 ,Yes                     ,Yes                ,No                     ,No                           ,No                     ,No                          ,                     0.24 ,No                   ,Night            ,Yes                       ,              2647 ,Business     ,No                             ,No                           ,No
                  1187 ,No             ,Honeypot Attack  ,               19 ,                       10 ,No                      ,No                 ,No                     ,No                           ,Yes                    ,No                          ,                     0.24 ,No                   ,Day              ,No                        ,              2303 ,Regular      ,No                             ,Yes                          ,No
                  4770 ,No             ,Identity Theft   ,               55 ,                       17 ,Yes                     ,No                 ,No                     ,Yes                          ,No                     ,No                          ,                     0.31 ,No                   ,Day              ,Yes                       ,               610 ,Regular      ,No                             ,Yes                          ,Yes
                    21 ,No             ,E-commerce Fraud ,               40 ,                        3 ,Yes                     ,No                 ,No                     ,No                           ,No                     ,No                          ,                     0.63 ,No                   ,Night            ,Yes                       ,               467 ,Premium      ,No                             ,No                           ,Yes
                  5262 ,Yes            ,E-commerce Fraud ,                7 ,                       45 ,No                      ,Yes                ,No                     ,No                           ,No                     ,No                          ,                     0.44 ,No                   ,Night            ,Yes                       ,              2832 ,Premium      ,No                             ,No                           ,No
                  4409 ,No             ,Phishing         ,                5 ,                       22 ,No                      ,No                 ,No                     ,No                           ,Yes                    ,Yes                         ,                     0.97 ,No                   ,Day              ,Yes                       ,              2566 ,Business     ,No                             ,No                           ,Yes
                  8244 ,Yes            ,Phishing         ,               42 ,                       38 ,Yes                     ,No                 ,No                     ,No                           ,No                     ,No                          ,                     0.02 ,No                   ,Day              ,No                        ,               233 ,Regular      ,Yes                            ,No                           ,No
                  9145 ,Yes            ,Ransomware       ,               88 ,                       14 ,No                      ,No                 ,No                     ,No                           ,Yes                    ,No                          ,                     0.22 ,No                   ,Night            ,No                        ,              1039 ,Regular      ,No                             ,Yes                          ,No
                  5455 ,No             ,Phishing         ,               48 ,                       27 ,No                      ,No                 ,No                     ,Yes                          ,Yes                    ,No                          ,                     0.57 ,No                   ,Day              ,Yes                       ,              2377 ,Regular      ,No                             ,Yes                          ,No
                  6580 ,No             ,E-commerce Fraud ,                7 ,                       42 ,Yes                     ,No                 ,No                     ,No                           ,No                     ,No                          ,                     0.88 ,No                   ,Day              ,No                        ,              3613 ,Premium      ,No                             ,No                           ,No
                  9206 ,No             ,Ransomware       ,               11 ,                       20 ,No                      ,No                 ,Yes                    ,No                           ,Yes                    ,No                          ,                     0.03 ,No                   ,Day              ,Yes                       ,              1216 ,Premium      ,No                             ,No                           ,No
                  8222 ,No             ,Phishing         ,               73 ,                       48 ,Yes                     ,No                 ,No                     ,No                           ,Yes                    ,No                          ,                     0.88 ,No                   ,Day              ,Yes                       ,              2794 ,Premium      ,No                             ,No                           ,No
                   416 ,No             ,Identity Theft   ,               49 ,                       18 ,No                      ,No                 ,No                     ,No                           ,No                     ,No                          ,                     0.51 ,Yes                  ,Night            ,No                        ,               578 ,Premium      ,Yes                            ,Yes                          ,No
                  9216 ,No             ,Honeypot Attack  ,               30 ,                       13 ,Yes                     ,No                 ,No                     ,No                           ,No                     ,No                          ,                     0.79 ,No                   ,Day              ,No                        ,              1903 ,Business     ,No                             ,No                           ,Yes
                  4441 ,No             ,Phishing         ,               41 ,                       42 ,Yes                     ,No                 ,No                     ,Yes                          ,No                     ,Yes                         ,                     0.95 ,No                   ,Day              ,No                        ,              3169 ,Business     ,Yes                            ,No                           ,No
                  5253 ,Yes            ,Phishing         ,                3 ,                        6 ,Yes                     ,No                 ,No                     ,No                           ,No                     ,No                          ,                     0.22 ,No                   ,Night            ,No                        ,              2278 ,Regular      ,No                             ,No                           ,No
                  6552 ,No             ,Identity Theft   ,               86 ,                       10 ,Yes                     ,No                 ,No                     ,No                           ,No                     ,No                          ,                     0.59 ,No                   ,Day              ,No                        ,              2263 ,Business     ,No                             ,No                           ,No
                  6946 ,Yes            ,E-commerce Fraud ,               40 ,                       37 ,No                      ,No                 ,No                     ,Yes                          ,No                     ,No                          ,                     0.88 ,No                   ,Day              ,No                        ,              2189 ,Regular      ,No                             ,No                           ,Yes
                  8916 ,No             ,Identity Theft   ,               51 ,                       29 ,Yes                     ,No                 ,No                     ,No                           ,Yes                    ,No                          ,                     0.84 ,No                   ,Day              ,Yes                       ,              1492 ,Regular      ,No                             ,No                           ,No
                  4156 ,No             ,Phishing         ,               84 ,                        6 ,Yes                     ,Yes                ,No                     ,No                           ,No                     ,No                          ,                     0.52 ,No                   ,Night            ,Yes                       ,              1095 ,Premium      ,Yes                            ,No                           ,Yes
                   150 ,No             ,E-commerce Fraud ,               32 ,                       39 ,No                      ,Yes                ,Yes                    ,No                           ,Yes                    ,No                          ,                     0.95 ,No                   ,Night            ,Yes                       ,               825 ,Premium      ,No                             ,No                           ,No
                  4892 ,No             ,Ransomware       ,               48 ,                       11 ,No                      ,Yes                ,Yes                    ,No                           ,No                     ,No                          ,                     0.71 ,No                   ,Day              ,Yes                       ,              1024 ,Business     ,Yes                            ,Yes                          ,Yes
                  6022 ,Yes            ,Phishing         ,               71 ,                       48 ,Yes                     ,No                 ,No                     ,No                           ,No                     ,No                          ,                     0.52 ,Yes                  ,Day              ,No                        ,              2001 ,Business     ,No                             ,No                           ,No
                   973 ,No             ,Identity Theft   ,               71 ,                       25 ,No                      ,No                 ,No                     ,No                           ,No                     ,No                          ,                     0.06 ,No                   ,Night            ,Yes                       ,              1715 ,Business     ,No                             ,No                           ,No
                  7161 ,Yes            ,Ransomware       ,               20 ,                       44 ,Yes                     ,Yes                ,No                     ,No                           ,No                     ,Yes                         ,                     0.49 ,No                   ,Night            ,No                        ,              2773 ,Regular      ,No                             ,No                           ,No
                  8574 ,No             ,Honeypot Attack  ,               89 ,                       44 ,No                      ,No                 ,No                     ,No                           ,No                     ,Yes                         ,                     0.42 ,No                   ,Day              ,No                        ,              1564 ,Regular      ,No                             ,No                           ,No
                  3620 ,No             ,Ransomware       ,               35 ,                       30 ,Yes                     ,Yes                ,No                     ,No                           ,No                     ,No                          ,                     0.31 ,No                   ,Night            ,No                        ,              2173 ,Premium      ,No                             ,No                           ,No
                  9894 ,No             ,Identity Theft   ,               24 ,                       20 ,No                      ,Yes                ,No                     ,No                           ,No                     ,No                          ,                     0.94 ,No                   ,Night            ,Yes                       ,              3413 ,Business     ,No                             ,Yes                          ,No
                  6904 ,Yes            ,Ransomware       ,               40 ,                       37 ,No                      ,No                 ,No                     ,Yes                          ,No                     ,No                          ,                     0.93 ,No                   ,Day              ,No                        ,               881 ,Premium      ,No                             ,No                           ,No
                  7321 ,Yes            ,Identity Theft   ,               77 ,                       16 ,Yes                     ,No                 ,No                     ,No                           ,No                     ,No                          ,                     0.34 ,Yes                  ,Day              ,No                        ,              3329 ,Business     ,No                             ,No                           ,No
                   115 ,Yes            ,Phishing         ,               52 ,                       31 ,No                      ,No                 ,No                     ,No                           ,No                     ,Yes                         ,                     0.44 ,No                   ,Night            ,No                        ,              3025 ,Business     ,No                             ,No                           ,No
                  5549 ,No             ,E-commerce Fraud ,               39 ,                       29 ,No                      ,No                 ,No                     ,No                           ,No                     ,No                          ,                     0.75 ,No                   ,Day              ,No                        ,               864 ,Premium      ,No                             ,Yes                          ,No
                  9883 ,No             ,Honeypot Attack  ,               68 ,                        6 ,No                      ,No                 ,No                     ,No                           ,No                     ,No                          ,                     0.84 ,Yes                  ,Day              ,No                        ,              2392 ,Regular      ,No                             ,No                           ,No
                  6797 ,Yes            ,E-commerce Fraud ,               61 ,                       29 ,No                      ,Yes                ,No                     ,No                           ,Yes                    ,No                          ,                     0.11 ,No                   ,Day              ,No                        ,              2247 ,Business     ,No                             ,No                           ,No
                  2147 ,No             ,E-commerce Fraud ,               76 ,                       32 ,No                      ,Yes                ,No                     ,No                           ,No                     ,No                          ,                     0.49 ,No                   ,Day              ,No                        ,              1187 ,Premium      ,No                             ,Yes                          ,No
                  4455 ,No             ,E-commerce Fraud ,               81 ,                        9 ,No                      ,No                 ,No                     ,No                           ,Yes                    ,No                          ,                     0.91 ,No                   ,Day              ,No                        ,              1316 ,Business     ,Yes                            ,No                           ,Yes
